Time ALE BLT SSP DSP LWF RDG YPH WAE RSM CHK CHO STH LKT BBT COP CLA BYT MYS ROT PRO PB BB AMP CHI DIP OLI GRN PIC MA DL DR DC DIN RelALE RelBLT RelSSP RelDSP RelLWF RelRDG RelYPH RelWAE RelRSM RelCHK RelCHO RelSTH RelLKT RelBBT RelCOP RelCLA RelBYT RelMYS RelROT RelPRO RelPB RelBB RelAMP RelCHI RelDIP RelOLI RelGRN RelPIC RelMA RelDL RelDR RelDC RelDIN PelDemRatio PiscivPlankRatio DivCount InfEpiRatio BSSslope HabitCover
9.000000e+002 248623.411355 265180.152907 35661.578626 80144.276640 68226.116902 1410.574016 1965.862401 1400.747132 20126.540760 44113.350233 890.510185 20530.347276 7880.383137 30372.677735 1113733.221144 258329.500422 3169.165137 290388.624740 32414.808031 1067111.911937 6518948.514340 2042881.183650 155763.364711 21452.579145 329393.304233 356007.558202 1283119.763398 0.383768 758942.408507 2295515.170591 202812.590981 0.000000 178026991.794893 1.742655 1.159781 3.694505 1.890919 2.582318 2.432357 0.751763 1.908219 0.339386 6.062931 0.877271 3.172271 1.451913 1.657715 0.738098 0.777565 0.319106 1.770604 0.480992 8.175415 3.420454 2.647557 3.303451 0.575910 0.336409 0.607056 5.057757 0.000002 145.935429 7.350612 0.649439 1.000000 0.986372 0.332830 0.718864 24.147059 18257224219.991184 -4828.012414 0.113643
1.000000e+003 220750.103941 271214.701841 37463.852714 87251.362527 66156.582905 1409.812938 1671.262654 1703.497285 12885.835638 25536.110647 971.574782 23295.470022 5063.074985 33697.279789 1555229.470938 678729.040064 16568.509729 333538.925347 33067.657141 974492.395414 5424961.874888 2020546.452437 222189.248148 20505.061501 316749.774437 346637.941680 3257094.609786 0.140359 498884.364154 2115988.089369 351028.192409 0.000000 176987019.792396 1.547285 1.186173 3.881219 2.058603 2.503987 2.431045 0.639105 2.320651 0.217289 3.509678 0.957130 3.599527 0.932841 1.839169 1.030689 2.042956 1.668296 2.033707 0.490679 7.465833 2.846446 2.618612 4.712220 0.550474 0.323496 0.591079 12.838704 0.000001 95.929418 6.775737 1.124049 1.000000 0.980610 0.225984 1.071517 26.588235 13022956790.740620 -5630.836050 0.079400
1.095000e+003 189970.228677 283656.032892 38687.398672 79427.350807 56322.744134 1386.415637 1580.018141 1969.959854 11417.099401 33916.228111 690.175198 25754.574943 4476.181862 38578.729166 1264853.968068 537304.703448 8623.122392 414903.594799 32090.355141 1154347.546935 5467764.856396 1992479.684080 281413.102966 19783.695061 308174.986437 336117.911844 2573394.940290 0.477238 291865.199670 2138249.197113 321524.747510 0.000000 178553815.842275 1.331542 1.240586 4.007977 1.874004 2.131782 2.390699 0.604212 2.683650 0.192522 4.661440 0.679914 3.979498 0.824709 2.105595 0.838250 1.617273 0.868269 2.529817 0.476177 8.843749 2.868904 2.582237 5.968248 0.531108 0.314738 0.573141 10.143720 0.000002 56.122141 6.847020 1.029574 1.000000 0.989291 447488337225687360000000.000000 0.266540 22.617647 17226661109.292912 -5945.466944 0.041104
1.100000e+003 188419.060249 284471.267962 38507.410026 78185.212335 56455.909080 1388.430346 1578.208343 1978.733702 11350.763148 34269.210518 691.477978 25839.278618 4456.642783 38826.256195 1259307.740612 530372.342352 8608.524664 413324.515109 32070.408602 1156639.520063 5469383.101945 1994317.415933 282998.489304 19754.993614 307725.007438 335510.093355 2524437.951674 0.458487 283667.186386 2150356.159983 312553.101703 0.000000 178573579.255618 1.320670 1.244152 3.989330 1.844697 2.136822 2.394173 0.603520 2.695602 0.191404 4.709954 0.681198 3.992586 0.821110 2.119104 0.834574 1.596406 0.866799 2.520189 0.475881 8.861308 2.869753 2.584619 6.001871 0.530338 0.314279 0.572104 9.950743 0.000002 54.545763 6.885789 1.000846 1.000000 0.989401 448102032141551470000000.000000 0.262801 22.647059 17187277964.530087 -5917.582885 0.039493
1.200000e+003 139062.879264 216484.841456 38924.513906 74395.831622 57363.973250 1121.897615 1505.497168 1507.714581 8166.114334 39670.270291 710.015919 28177.996750 4452.720971 32210.215236 1188036.660833 438361.401945 7761.903091 367523.652414 31858.350102 1174668.632839 5510127.452389 2073531.179889 301886.824485 19173.951709 297689.962364 326026.973530 1742157.344479 0.150559 723642.700381 2396721.503181 191237.666159 0.000000 180751276.288185 0.974722 0.946809 4.032542 1.755291 2.171192 1.934571 0.575715 2.053939 0.137702 5.452274 0.699460 4.353956 0.820387 1.758006 0.787341 1.319456 0.781552 2.240924 0.472735 8.999434 2.891132 2.687279 6.402458 0.514739 0.304030 0.555934 6.867176 0.000001 139.147723 7.674691 0.612374 1.000000 1.001466 0.229981 0.391254 23.911765 16490072136.498714 -5990.751704 0.094868
1.300000e+003 54450.400064 232856.682428 38719.183331 82540.079169 57604.989856 1041.620739 1345.909425 1641.779194 5228.626267 49905.159339 1134.112352 24846.802233 6298.376861 37103.255478 1674138.015666 847891.893221 45544.734449 418631.391528 33450.021308 1126027.736031 4010996.166280 2162506.606700 354443.961292 18503.268727 291477.708101 322158.664627 3243138.261947 0.560280 876896.356014 2336312.230008 382243.771941 0.000000 183937618.014939 0.381655 1.018412 4.011270 1.947445 2.180315 1.796144 0.514687 2.236574 0.088168 6.858956 1.117252 3.839233 1.160438 2.025064 1.109493 2.552132 4.585934 2.552547 0.496353 8.626784 2.104546 2.802591 7.517097 0.496734 0.297685 0.549338 12.783691 0.000003 168.616544 7.481250 1.224007 1.000000 1.019120 0.118504 0.189101 26.411765 15738083412.609592 -5634.316787 0.106634
1.400000e+003 64295.772437 230243.621506 52692.303463 96614.404203 59613.544542 1019.604763 1574.609676 1766.359340 3437.787457 23182.752803 791.615574 25696.141735 4783.750005 39359.248577 1128595.810941 475023.076832 59193.233827 539995.651482 148414.730081 1971733.894132 4156162.722666 2130835.281257 417072.436427 17936.215351 288807.838598 321356.409870 3730928.800471 119.395039 599819.514306 2173624.794453 496502.240079 0.000000 183518443.627394 0.450663 1.006984 5.458872 2.279514 2.256337 1.758180 0.602144 2.406287 0.057970 3.186233 0.779847 3.970469 0.881377 2.148195 0.747948 1.429807 5.960212 3.292548 2.202272 15.105953 2.180714 2.761545 8.845330 0.481511 0.294959 0.547970 14.706447 0.000586 115.338024 6.960299 1.589881 1.000000 1.016798 0.097847 0.313228 26.294118 15907892223.775444 -8325.886872 0.088452
1.460000e+003 60730.340711 238025.781256 44111.393780 74545.226321 51525.476769 988.890840 1661.178561 1850.573246 3225.876341 25136.535143 807.270002 26332.948764 4491.495927 41960.331412 1099354.530936 373038.300089 44680.291431 590797.315561 143993.916482 1561962.664838 4133725.566428 2090910.183559 434129.893228 17637.841479 286936.326280 317751.830977 3425070.218744 344.602219 264092.926664 2183031.357983 393300.377056 0.000000 185745307.699569 0.425672 1.041020 4.569898 1.758815 1.950209 1.705218 0.635249 2.521011 0.054397 3.454761 0.795268 4.068866 0.827531 2.290160 0.728569 1.122835 4.498892 3.602305 2.136674 11.966592 2.168942 2.709802 9.207087 0.473501 0.293047 0.541823 13.500824 0.001691 50.781870 6.990420 1.259412 1.000000 1.029136 447427278439931880000000.000000 0.095651 22.705882 15990522237.443661 -6885.425745 0.043258
1.500000e+003 58391.894245 171866.152600 42241.623388 67752.719252 53116.930647 998.431205 1702.129053 1883.412109 3084.609245 25858.833556 813.392802 26559.720756 4323.544397 31907.742609 1068117.557256 324994.311670 43635.152505 569897.231949 143777.573621 1568962.635979 4143589.084498 2096395.674773 440217.006209 17480.218502 285317.213604 314476.019842 2886042.343450 250.241423 206492.842602 2253906.351983 302627.265839 0.000000 185971318.657923 0.409281 0.751667 4.376191 1.598553 2.010444 1.721669 0.650909 2.565747 0.052015 3.554033 0.801300 4.103906 0.796587 1.741498 0.707868 0.978224 4.393657 3.474869 2.133463 12.020220 2.174117 2.716912 9.336183 0.469269 0.291394 0.536237 11.376103 0.001228 39.706072 7.217373 0.969062 1.000000 1.030388 457122038728348900000000.000000 0.090627 22.558824 15915132471.390398 -6589.671641 0.031768
1.600000e+003 39679.708255 183792.514088 39753.843383 68852.373675 55397.814524 780.135718 1455.894773 1555.420238 2054.570996 28862.051723 1039.835110 21359.512963 3768.097452 35438.758207 1044599.833001 251315.923296 29241.996712 535493.846001 144399.121136 2584897.301177 4282908.966706 2132880.675420 453088.452238 17035.936863 280810.822413 309189.440047 2407247.347894 119.465262 1772746.095859 2440712.254078 312086.711523 0.000000 183745683.979259 0.278124 0.803827 4.118460 1.624499 2.096774 1.345246 0.556747 2.118928 0.034645 3.966795 1.024376 3.300390 0.694249 1.934218 0.692282 0.756454 2.944399 3.265099 2.142686 19.803553 2.247217 2.764196 9.609163 0.457342 0.286791 0.527223 9.488805 0.000586 340.877593 7.815556 0.999352 1.000000 1.018057 0.102000 0.145252 24.000000 15382959807.290621 -6253.857151 0.218439
1.700000e+003 32711.186169 196586.059176 40873.693531 77001.478674 74175.579438 732.730480 1656.801223 1664.024273 1734.037789 31930.033563 1071.698021 22166.885253 3398.229820 39256.247922 1202962.044995 640759.382196 168635.137796 578395.339275 304529.420132 3485315.141080 2921127.258516 2152167.008435 486798.314694 16545.632411 280620.452595 312178.858519 9402379.022729 15544.317267 407948.069460 2165437.156749 547389.828936 0.000000 179262941.989609 0.229280 0.859780 4.234475 1.816768 2.807501 1.263501 0.633575 2.266878 0.029240 4.388458 1.055765 3.425142 0.626103 2.142573 0.797233 1.928668 16.980000 3.526685 4.518802 26.701882 1.532698 2.789191 10.324086 0.444180 0.286597 0.532320 37.061975 0.076266 78.443471 6.934081 1.752831 1.000000 0.993220 0.067002 0.148923 26.352941 15992473640.013086 -6512.750831 0.063973
1.800000e+003 202965.295514 184815.529560 48533.290781 73269.960932 72285.564198 699.860753 2523.558991 1819.428440 4822.919968 15501.789004 1001.693442 23535.261126 2755.730505 41342.310226 848928.501623 826657.025001 68135.386006 749222.674850 723990.846787 1971732.992367 3500666.042765 2041240.082141 503180.383426 16099.895931 281936.625826 310487.543211 7370357.467674 51973.107428 195517.033509 1945969.495495 528899.234893 0.000000 184355120.580245 1.422628 0.808301 5.028002 1.728727 2.735965 1.206822 0.965031 2.478583 0.081327 2.130563 0.986801 3.636578 0.507727 2.256429 0.562606 2.488215 6.860604 4.568281 10.743038 15.105946 1.836779 2.645430 10.671519 0.432214 0.287941 0.529436 29.052222 0.254999 37.595556 6.231310 1.693621 1.000000 1.021434 0.176683 1.158133 26.411765 22099292115.069054 -7955.547822 0.022886
1.825000e+003 211809.336947 187571.162919 45077.891200 68996.378997 76211.161867 694.898847 2676.849049 1887.509704 4846.816705 16652.255789 1017.328365 24078.137784 2743.296871 42579.272132 801073.944511 679189.164295 30730.874473 730858.739762 725309.216839 2012260.744591 3494640.512641 2011607.841628 502211.380571 15975.009221 281031.992713 308871.157742 6671608.031903 37819.817138 197784.262572 1924654.822040 471300.754803 0.000000 186167674.905883 1.484617 0.820353 4.670026 1.627896 2.884547 1.198266 1.023650 2.571329 0.081730 2.288683 1.002204 3.720462 0.505436 2.323941 0.530891 2.044341 3.094315 4.456310 10.762601 15.416439 1.833618 2.607027 10.650969 0.428861 0.287017 0.526680 26.297915 0.185558 38.031517 6.163057 1.509181 1.000000 1.031476 606883887512908750000000.000000 0.389317 22.617647 22921477828.603382 -7357.204877 0.022145
1.900000e+003 207506.571954 138379.895485 42784.197428 62391.554006 80910.477390 705.931120 2833.424243 2006.785872 4501.729506 19027.438709 1040.530987 25205.962363 2675.135681 33585.207220 757541.992094 481199.532738 30117.292328 506908.866279 724152.845787 2039838.417132 3599065.918394 1977562.541857 505163.491611 15703.466347 278201.800995 304167.931345 4638148.431829 14152.795072 150521.089556 1979659.485943 269999.596408 0.000000 187566062.697757 1.454458 0.605212 4.432401 1.472062 3.062413 1.217289 1.083526 2.733817 0.075911 2.615128 1.025062 3.894729 0.492878 1.833052 0.502042 1.448398 3.032533 3.090806 10.745442 15.627719 1.888409 2.562905 10.713577 0.421571 0.284127 0.518660 18.282494 0.069439 28.943382 6.339191 0.864582 1.000000 1.039224 643306770089863090000000.000000 0.354307 22.558824 24680558332.448719 -6970.436103 0.017530
2.000000e+003 158072.993540 147564.354815 40628.554192 67488.162559 89497.164253 563.649235 2768.209697 1662.850323 3597.871563 27364.465256 1290.613761 20512.346330 5504.551093 38832.303065 903987.413026 594418.428726 6577.264327 432162.566596 816127.662697 1619085.430627 2558156.503646 1861765.715739 498949.717696 15196.293094 274958.275910 295602.511378 5668931.035660 2891.728437 319799.664038 1835472.566779 352994.275685 0.000000 190136378.837581 1.107968 0.645381 4.209079 1.592311 3.387414 0.971942 1.058587 2.265278 0.060670 3.760967 1.271426 3.169489 1.014180 2.119434 0.599095 1.789183 0.662270 2.635051 12.110223 12.404224 1.342250 2.412833 10.581795 0.407956 0.280814 0.504055 22.345598 0.014188 61.493600 5.877481 1.130345 1.000000 1.053465 0.166433 0.548833 23.911765 26798644707.461426 -6104.097394 0.036598
2.100000e+003 189581.476015 132123.260651 50456.109920 78646.358469 97494.294296 503.021477 3919.983640 1893.775442 5372.740842 12789.254710 1371.541368 22186.303259 3578.762858 40767.610924 1021088.586597 889029.084660 86329.654859 429797.379036 290568.007342 1847336.756566 2622976.546309 1970706.290729 502991.262680 14712.122669 292993.370331 290546.084159 3580948.033050 8791.832350 1927655.514289 1992772.526594 563931.664727 0.000000 188992726.445213 1.328818 0.577849 5.227204 1.855577 3.690101 0.867397 1.499035 2.579865 0.090599 1.757753 1.351151 3.428143 0.659365 2.225062 0.676701 2.675953 8.692598 2.620630 4.311633 14.152915 1.376261 2.554019 10.667509 0.394958 0.299233 0.495432 14.115258 0.043136 370.664798 6.381181 1.805801 1.000000 1.047129 0.139671 1.091759 26.294118 23424299685.214828 -8146.676539 0.221143
2.190000e+003 214150.451070 137276.692190 44599.430119 65427.530094 82870.124231 482.726048 4945.040177 2194.223810 6849.386593 17788.388362 1030.695627 24013.233494 3224.048379 45255.127569 733319.989531 402078.353403 44564.658390 433384.660276 269304.314598 1431424.357869 3699143.668679 2062729.622104 516009.984185 14418.347972 304604.503612 292413.001731 3944707.181231 7116.889735 2073770.637404 2148070.096236 547628.091749 0.000000 185998743.019703 1.501027 0.600388 4.620458 1.543693 3.136585 0.832400 1.891026 2.989161 0.115499 2.444833 1.015372 3.710433 0.594011 2.469987 0.485989 1.210245 4.487249 2.642503 3.996109 10.966505 1.940919 2.673281 10.943611 0.387071 0.311092 0.498616 15.549111 0.034918 398.760965 6.878469 1.753594 1.000000 1.030540 986362846430467940000000.000000 0.356097 22.588235 25575190341.552139 -7190.506137 0.189732
2.200000e+003 213480.036506 137853.842019 43652.173664 62868.891829 83460.953495 483.503219 5013.861060 2214.793332 6829.756145 18295.542507 1034.579570 24155.637359 3197.966004 45722.016289 731571.118213 386841.091769 44305.396543 416072.086723 269167.530433 1440438.276412 4048325.716508 2068714.470445 517025.408175 14387.767150 305068.149517 292026.809011 3804066.941859 6388.599772 2235153.264195 2201119.632180 517572.948055 0.000000 184356897.790918 1.496328 0.602912 4.522323 1.483325 3.158947 0.833740 1.917343 3.017183 0.115168 2.514536 1.019199 3.732437 0.589206 2.495469 0.484830 1.164381 4.461144 2.536942 3.994080 11.035562 2.124133 2.681037 10.965147 0.386250 0.311565 0.497957 14.994740 0.031345 429.792889 7.048342 1.657352 1.000000 1.021444 999051079685923920000000.000000 0.350273 22.617647 25678659462.469875 -7030.417998 0.198120
2.300000e+003 181807.402263 102625.630822 38778.871243 57047.786104 86222.988225 410.159004 5364.058183 1614.241969 6197.044225 23642.089365 1098.890124 15640.805089 3083.008956 36878.405914 706474.467116 291048.758526 22283.962857 292418.288018 267995.104442 1480844.099657 4952101.047902 2242648.582866 523969.021283 14031.769167 298305.399581 289526.384597 2601205.746377 1885.893594 949936.465074 2592241.526477 370446.630859 0.000000 183956256.489996 1.274327 0.448839 4.017453 1.345982 3.263489 0.707268 2.051262 2.199060 0.104498 3.249364 1.082553 2.416757 0.568026 2.012792 0.468198 0.876049 2.243789 1.782980 3.976682 11.345122 2.598339 2.906454 11.112408 0.376693 0.304659 0.493694 10.253343 0.009253 182.661272 8.300777 1.186230 1.000000 1.019224 0.186467 0.764763 24.117647 25219539305.684742 -6203.479123 0.143989
2.400000e+003 147079.805612 107950.141153 38381.839114 61687.653993 99795.535131 393.824192 6319.721715 1898.683064 5842.997103 36411.813213 1383.317548 18368.621433 4768.113780 42250.523467 1026802.429705 525618.308155 84802.719905 290255.063283 367787.599040 1492006.169924 3510748.760477 2353948.675460 544797.922079 13629.573329 298590.907727 300470.010240 4283441.970056 791.777645 1420026.448595 2535979.026496 635934.549873 0.000000 185002225.263804 1.030914 0.472126 3.976321 1.455455 3.777201 0.679100 2.416716 2.586550 0.098528 5.004433 1.362752 2.838249 0.878496 2.305998 0.680487 1.582097 8.538850 1.769790 5.457467 11.430637 1.842069 3.050698 11.554150 0.365896 0.304950 0.512355 16.884324 0.003885 273.053879 8.120616 2.036365 1.000000 1.025019 0.128093 0.570028 26.294118 25196720292.179249 -5841.630654 0.173458
2.500000e+003 157077.844867 88940.378139 52804.946276 78569.429354 65233.161224 304.961359 7815.610963 2131.733568 7938.141009 26922.180587 856.539158 19605.640626 3678.123599 43283.477576 972423.415301 524751.126610 140348.726020 304797.254775 300375.082753 1518142.818171 2286425.115426 2309284.403409 561334.521484 13316.177035 308625.220466 313107.029675 4677806.977107 5645.519704 453365.394211 2278070.516121 662097.520967 0.000000 190942144.073962 1.100993 0.388986 5.470541 1.853762 2.469036 0.525867 2.988756 2.904032 0.133858 3.700179 0.843805 3.029388 0.677672 2.362376 0.644449 1.579487 14.131820 1.858459 4.457157 11.630877 1.199674 2.992814 11.904860 0.357483 0.315198 0.533903 18.438819 0.027699 87.176672 7.294751 2.120144 1.000000 1.057930 0.165015 0.683240 26.235294 27732766084.769020 -8537.606303 0.109364
