Time ALE BLT SSP DSP LWF RDG YPH WAE RSM CHK CHO STH LKT BBT COP CLA BYT MYS ROT PRO PB BB AMP DRE CHI DIP OLI GRN PIC MA DL DR DC DIN RelALE RelBLT RelSSP RelDSP RelLWF RelRDG RelYPH RelWAE RelRSM RelCHK RelCHO RelSTH RelLKT RelBBT RelCOP RelCLA RelBYT RelMYS RelROT RelPRO RelPB RelBB RelAMP RelDRE RelCHI RelDIP RelOLI RelGRN RelPIC RelMA RelDL RelDR RelDC RelDIN PelDemRatio PiscivPlankRatio DivCount InfEpiRatio BSSslope HabitCover
8.000000e+002 376528.577622 251546.569130 33836.685586 71253.284622 71708.816286 3310.398463 2292.122662 1591.574170 28727.901076 29251.497735 607.287901 18058.695222 3472.453689 25085.225938 1182000.717842 310318.750494 6417.200353 315516.781042 32450.556037 755924.644052 5758721.056213 1999542.463435 141951.009416 1298136.567324 22754.827112 350768.148915 374601.158635 1495230.670142 2.808908 198688.695014 1863923.550818 277171.655537 0.000000 176806686.694002 2.639170 1.100153 3.505448 1.681146 2.714136 5.708365 0.876527 2.168180 0.484428 4.020320 0.598259 2.790360 0.639779 1.369131 0.783341 0.934051 0.646153 1.923820 0.481522 5.791330 3.021567 2.591391 3.010517 5.435279 0.610870 0.358239 0.638761 5.893849 0.000014 38.205428 5.968585 0.887549 1.000000 0.979611 517207965833104950000000.000000 0.654811 23.676471 1902.784363 -5276.910729 0.129486
9.000000e+002 234351.771024 265953.237488 35812.946875 80486.494304 70157.795916 3012.987152 1915.364637 1326.611797 19293.690799 40980.530903 878.460993 19467.365593 7810.692626 30075.688461 1149054.143812 236797.503462 3197.543734 299866.730306 30987.076070 1142449.478424 5463526.766904 2048553.743509 160393.574786 1480073.345134 21608.796747 326530.210946 362298.369996 1213764.335820 1.205899 980799.765573 1971918.149523 292940.514072 0.000000 179350167.459374 1.642622 1.163162 3.710187 1.898993 2.655431 5.195517 0.732452 1.807225 0.325342 5.632356 0.865401 3.008023 1.439073 1.641506 0.761507 0.712754 0.321963 1.828396 0.459806 8.752595 2.866681 2.654909 3.401649 6.197046 0.580104 0.333485 0.617783 4.784375 0.000006 188.595910 6.314401 0.938043 1.000000 0.993703 0.307692 0.718999 25.205882 1647.373852 -4866.429567 0.252981
1.000000e+003 204880.189655 272001.082340 37608.131431 87620.573080 67836.451065 3449.570899 1613.588266 1596.166427 12193.257688 23258.479765 956.010258 21938.273849 4983.720248 33312.528271 1251330.339280 451495.700016 17755.249658 339331.501009 32589.661817 680316.325868 4969767.442788 2058325.921599 222256.115316 1745894.091289 20637.549168 311958.079903 351564.440701 2827927.388094 353.882387 572715.729552 1712460.793525 598021.882724 0.000000 178307032.676694 1.436050 1.189612 3.896166 2.067314 2.567569 5.948350 0.617050 2.174436 0.205610 3.196641 0.941797 3.389818 0.918220 1.818170 0.829287 1.358990 1.787790 2.069027 0.483586 5.212076 2.607608 2.667573 4.713639 7.310034 0.554030 0.318602 0.599480 11.147027 0.001736 110.126295 5.483577 1.914963 1.000000 0.987924 0.203183 1.066230 27.529412 1414.169950 -5669.700652 0.253582
1.095000e+003 174571.566249 284354.528531 38812.579538 79745.791003 57315.146895 3732.013692 1515.787095 1826.894146 10742.895342 30444.143206 678.471499 24073.296217 4381.867900 38072.101123 1147098.019116 396043.630814 8134.649248 411677.804948 31730.119648 1772088.121481 4145695.724322 1978284.433028 275121.719312 2021667.743755 19900.692500 301387.498856 340058.675436 2672595.803002 1485.524585 645565.426966 1624512.186846 477108.659292 0.000000 179882772.960622 1.223610 1.243641 4.020946 1.881517 2.169344 6.435387 0.579650 2.488753 0.181153 4.184237 0.668385 3.719713 0.807333 2.077943 0.760210 1.192081 0.819084 2.510148 0.470832 13.576416 2.175222 2.563840 5.834820 8.464694 0.534249 0.307806 0.579860 10.534746 0.007289 124.134409 5.201951 1.527779 1.000000 0.996654 422733275260040570000000.000000 0.266361 23.441176 1220.448911 -5983.612306 0.233979
1.100000e+003 173263.635188 285162.284935 38633.413375 78504.147245 57446.248970 3757.729109 1513.696841 1834.604608 10682.857927 30740.818066 679.699068 24147.088755 4361.650895 38314.290962 1142912.995000 390093.158443 8120.548905 409739.854030 31709.167294 1784625.712864 4164493.450260 1974715.313667 276419.003946 2033678.238054 19871.302811 300853.601720 339384.822310 2613443.217143 1429.574525 592782.760543 1629875.601007 459800.675974 0.000000 179868591.402373 1.214442 1.247174 4.002384 1.852222 2.174306 6.479730 0.578851 2.499257 0.180141 4.225012 0.669594 3.731116 0.803608 2.091162 0.757437 1.174170 0.817664 2.498332 0.470521 13.672470 2.185085 2.559215 5.862333 8.514982 0.533460 0.307261 0.578711 10.301581 0.007014 113.984942 5.219126 1.472356 1.000000 0.996576 423193146029695910000000.000000 0.262941 23.617647 1211.456171 -5955.988998 0.229997
1.200000e+003 131053.135593 216832.767331 39065.195976 74730.832117 58318.389450 3360.991057 1443.553082 1391.489839 7783.600567 35276.432251 697.263187 26199.901124 4339.443994 31746.018550 1083484.533615 313646.247546 7413.366720 360462.518526 31468.815325 1784701.940387 4351788.082313 1948817.093574 290710.562590 2248761.884620 19277.386668 289915.290917 328580.115038 1715609.356288 459.582854 816617.410836 1786106.800102 252245.491091 0.000000 181818184.677686 0.918580 0.948331 4.047116 1.763195 2.207316 5.795606 0.552027 1.895608 0.131252 4.848386 0.686897 4.048308 0.799516 1.732671 0.718052 0.944067 0.746458 2.197870 0.466954 13.673054 2.283358 2.525651 6.165430 9.415534 0.517516 0.296090 0.560287 6.762530 0.002255 157.025633 5.719403 0.807731 1.000000 1.007378 0.210849 0.403829 24.882353 1060.565907 -6034.886501 0.298407
1.300000e+003 54025.959279 232968.238139 38850.858065 82909.576889 57920.062712 3582.835235 1294.510224 1508.053799 5062.929871 44190.549859 1120.043453 23001.334459 6194.825100 36530.236342 1532144.110480 464002.815154 16941.305810 400115.339165 32128.004825 1000819.150646 3850653.213532 1928974.362525 328386.671630 2518153.431169 18582.020646 282328.717814 320052.313429 3246576.861913 1595.624286 1232451.041156 1700700.503030 499240.911597 0.000000 183434799.330580 0.378680 1.018900 4.024911 1.956163 2.192240 6.178148 0.495032 2.054401 0.085374 6.073541 1.103392 3.554078 1.141359 1.993790 1.015390 1.396636 1.705833 2.439648 0.476736 7.667529 2.020415 2.499935 6.964470 10.543472 0.498848 0.288342 0.545746 12.797245 0.007829 236.985401 5.445919 1.598650 1.000000 1.016335 0.108743 0.206139 27.470588 930.814009 -5675.196109 0.365799
1.400000e+003 64227.672417 230043.473013 52828.992739 96884.486559 57344.215600 3929.403853 1490.258430 1619.425505 3408.086148 20159.647793 787.093796 23735.024876 4687.967002 38738.978563 970982.356056 420269.924431 11101.595850 500510.037648 42951.683527 1358157.671038 4259580.716932 1987781.509282 383859.096705 2951687.076106 18010.522145 276670.243401 315831.274220 3339536.399023 143.784696 683117.277143 1555389.601330 741534.724904 0.000000 182205946.557075 0.450186 1.006108 5.473032 2.285886 2.170444 6.775762 0.569888 2.206121 0.057469 2.770738 0.775392 3.667445 0.863730 2.114341 0.643494 1.265001 1.117828 3.051790 0.637344 10.405190 2.234977 2.576148 8.140937 12.358671 0.483506 0.282563 0.538548 13.163670 0.000705 131.355175 4.980610 2.374514 1.000000 1.009526 0.093279 0.344194 27.470588 809.443044 -8366.287547 0.345006
1.460000e+003 59730.803207 237566.066029 44164.631579 74688.161789 48710.817065 4058.332037 1551.889351 1696.355299 3180.995519 21859.648167 802.486792 24305.651173 4397.325105 41297.452630 908533.529209 331180.019503 8972.074970 549216.680863 42517.027089 2012996.464720 4194916.974427 1930702.981363 400248.601943 3169570.226918 17715.291634 273390.852326 311608.087847 2995416.179183 156.254959 432459.307956 1599875.473579 530842.464853 0.000000 183171486.910839 0.418666 1.039009 4.575413 1.762188 1.843675 6.998082 0.593456 2.310922 0.053640 3.004386 0.790556 3.755616 0.810181 2.253980 0.602108 0.996843 0.903405 3.348772 0.630895 15.422076 2.201048 2.502175 8.488528 13.270945 0.475580 0.279213 0.531347 11.807229 0.000767 83.156685 5.123061 1.699844 1.000000 1.014876 414606352836807900000000.000000 0.103772 23.676471 742.846991 -6911.043457 0.334355
1.500000e+003 57808.636785 171461.859199 42264.318650 67854.666506 50039.694815 4276.110109 1585.998016 1726.045936 3048.692142 22485.284320 808.601703 24518.314891 4230.243777 31404.573218 880380.839459 286237.388499 8861.104484 529753.058405 42294.003183 2010720.035792 4225056.828744 1915843.700266 406507.282480 3282350.478639 17553.681511 270914.745018 308481.061399 2534428.050635 100.021134 308786.647512 1703386.947986 390012.695554 0.000000 183213086.619875 0.405193 0.749898 4.378542 1.600959 1.893973 7.373613 0.606499 2.351369 0.051409 3.090373 0.796580 3.788476 0.779397 1.714035 0.583450 0.861567 0.892231 3.230096 0.627585 15.404635 2.216863 2.482918 8.621263 13.743154 0.471242 0.276685 0.526015 9.990121 0.000491 59.375931 5.454521 1.248884 1.000000 1.015106 422924694688241080000000.000000 0.099020 23.617647 705.009394 -6609.830225 0.328768
1.600000e+003 40191.119303 182954.429687 39673.745216 68857.157366 51560.894437 3697.026142 1355.022748 1424.393006 2053.824256 25126.183955 1035.176350 19685.109122 3704.890473 34885.524936 881298.629491 230777.993160 7259.920724 502495.499282 41857.196637 2588827.402767 3828231.232371 1893907.371284 418703.067777 3562903.559583 17100.859913 264934.339408 303314.402300 1983958.400543 34.949348 1771665.176582 1824621.356528 361423.328594 0.000000 184038829.459338 0.281708 0.800162 4.110162 1.624611 1.951549 6.375056 0.518172 1.940431 0.034633 3.453338 1.019786 3.041668 0.682604 1.904023 0.584058 0.694635 0.731007 3.063896 0.621104 19.833662 2.008651 2.454488 8.879913 14.917826 0.459085 0.270577 0.517205 7.820299 0.000171 340.669746 5.842733 1.157336 1.000000 1.019681 0.098021 0.162695 25.000000 623.949740 -6250.921681 0.555671
